TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES"
"Bulk Glass Eye Charms","51 Pendants

This is a custom order so message me and I will adjust the listing to the amount of white, brown and black knives.

$4 a charm for 150+
$5 a charm fore 100+
$6 a charm for 50 +
$7 a charm for 1-50",306,USD,1,"Accessories,Charm,realistic,pendant,eyes,eye,blue,bulk,glass_eye,miniature,charm,astrology,wholesale",,https://img0.etsystatic.com/130/0/6265082/il_fullxfull.866604458_aqdr.jpg,,,,
